url_length,num_dots,has_hyphen,has_at_symbol,path_length,query_length,num_params,tld_length,uses_https,url_depth,has_ip,domain_length,num_subdomains,contains_suspicious_word,hostname_length,has_port,num_special_chars,is_shortened,fragment_length,double_slash_pos,digit_to_length_ratio,num_unique_chars,has_hex_chars,file_extension_length,num_underscores,asn,reverse_dns_present,organisation,dnsssec,is_netblock_trusted,class
44.0,2.0,0.0,0.0,15.0,0.0,0.0,3.0,1.0,2.0,0.0,21.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,6.0,0.0909090909090909,23.0,0.0,0.0,0.0,13335.0,1.0,0.0,1.0,1,0.0
84.0,2.0,0.0,0.0,61.0,0.0,0.0,3.0,1.0,4.0,0.0,15.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0952380952380952,45.0,0.0,0.0,2.0,15169.0,1.0,1.0,1.0,1,1.0
51.0,1.0,0.0,0.0,31.0,0.0,0.0,4.0,1.0,3.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,51167.0,1.0,0.0,1.0,0,0.0
205.0,3.0,0.0,0.0,180.0,0.0,0.0,6.0,1.0,4.0,0.0,17.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0390243902439024,33.0,0.0,0.0,16.0,16509.0,1.0,0.0,1.0,0,0.0
74.0,1.0,0.0,0.0,53.0,0.0,0.0,2.0,1.0,2.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,35278.0,0.0,1.0,1.0,0,0.0
40.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,32.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,5.0,0.0,22.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
172.0,1.0,0.0,0.0,149.0,0.0,0.0,2.0,1.0,3.0,0.0,15.0,0.0,0.0,15.0,0.0,44.0,0.0,0.0,6.0,0.25,36.0,1.0,0.0,0.0,24940.0,1.0,0.0,1.0,1,0.0
121.0,7.0,1.0,0.0,30.0,0.0,0.0,3.0,1.0,1.0,0.0,83.0,6.0,1.0,83.0,0.0,1.0,0.0,0.0,6.0,0.090909091,35.0,0.0,0.0,0.0,14061.0,0.0,1.0,1.0,1,1.0
44.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,35.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
80.0,1.0,0.0,0.0,53.0,0.0,0.0,3.0,1.0,2.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0375,22.0,0.0,0.0,0.0,22612.0,1.0,1.0,1.0,1,0.0
239.0,1.0,1.0,0.0,1.0,206.0,1.0,3.0,1.0,1.0,0.0,23.0,0.0,0.0,23.0,0.0,4.0,0.0,0.0,6.0,0.087866109,59.0,0.0,0.0,0.0,214943.0,0.0,1.0,1.0,0,1.0
59.0,3.0,1.0,0.0,14.0,0.0,0.0,3.0,0.0,1.0,0.0,38.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,5.0,0.0,23.0,0.0,4.0,0.0,10929.0,0.0,1.0,1.0,0,0.0
55.0,2.0,1.0,0.0,16.0,0.0,0.0,3.0,1.0,3.0,0.0,31.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,14061.0,0.0,0.0,1.0,1,0.0
47.0,2.0,0.0,0.0,23.0,0.0,0.0,2.0,1.0,1.0,0.0,16.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,30148.0,1.0,0.0,1.0,0,0.0
91.0,2.0,0.0,0.0,76.0,0.0,0.0,2.0,1.0,3.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0989010989010989,32.0,0.0,4.0,0.0,40680.0,0.0,0.0,1.0,0,1.0
88.0,2.0,0.0,0.0,61.0,0.0,0.0,3.0,1.0,3.0,0.0,19.0,1.0,0.0,19.0,0.0,0.0,1.0,0.0,6.0,0.0,24.0,0.0,0.0,0.0,13335.0,1.0,0.0,1.0,1,0.0
31.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,22.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,13335.0,0.0,0.0,1.0,1,0.0
99.0,3.0,0.0,0.0,27.0,53.0,2.0,3.0,1.0,2.0,0.0,10.0,1.0,0.0,10.0,0.0,16.0,0.0,0.0,6.0,0.1111111111111111,36.0,1.0,3.0,1.0,37963.0,0.0,1.0,1.0,0,0.0
80.0,3.0,0.0,0.0,44.0,0.0,0.0,3.0,1.0,3.0,0.0,28.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,4.0,0.0,16509.0,0.0,1.0,1.0,0,1.0
39.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,30.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,0.0,0.0,0.0,13335.0,0.0,0.0,1.0,1,1.0
52.0,1.0,0.0,0.0,32.0,0.0,0.0,3.0,1.0,3.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0961538461538461,25.0,0.0,0.0,0.0,13335.0,1.0,0.0,1.0,1,0.0
50.0,2.0,0.0,0.0,9.0,0.0,0.0,3.0,1.0,1.0,0.0,33.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,1.0,16509.0,0.0,1.0,1.0,0,1.0
61.0,3.0,0.0,0.0,38.0,0.0,0.0,3.0,1.0,3.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,0.0,3.0,0.0,46606.0,1.0,0.0,1.0,0,1.0
42.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,33.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,27647.0,1.0,1.0,1.0,0,1.0
84.0,2.0,0.0,0.0,60.0,0.0,0.0,3.0,1.0,6.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0952380952380952,27.0,0.0,53.0,0.0,24940.0,1.0,0.0,1.0,1,0.0
73.0,2.0,0.0,0.0,49.0,0.0,0.0,3.0,1.0,4.0,0.0,16.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.136986301369863,27.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,0.0
32.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,0.0,0.0,0.0,16509.0,1.0,0.0,1.0,0,0.0
52.0,2.0,1.0,0.0,21.0,0.0,0.0,2.0,0.0,1.0,0.0,24.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0384615384615384,27.0,0.0,0.0,0.0,54113.0,1.0,1.0,1.0,1,1.0
38.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,31.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
78.0,4.0,1.0,0.0,23.0,0.0,0.0,3.0,1.0,2.0,0.0,47.0,1.0,0.0,47.0,0.0,0.0,0.0,0.0,6.0,0.141025641025641,34.0,0.0,4.0,0.0,16509.0,0.0,1.0,1.0,0,1.0
38.0,1.0,0.0,0.0,16.0,0.0,0.0,3.0,1.0,1.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,16509.0,1.0,1.0,1.0,0,0.0
333.0,4.0,0.0,0.0,314.0,0.0,0.0,6.0,1.0,28.0,0.0,11.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,38.0,0.0,3.0,9.0,18734.0,1.0,1.0,1.0,0,0.0
35.0,2.0,0.0,0.0,9.0,0.0,0.0,3.0,1.0,1.0,0.0,18.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,0.0,0.0,1.0,47583.0,0.0,0.0,1.0,0,0.0
45.0,2.0,0.0,0.0,18.0,0.0,0.0,5.0,1.0,2.0,0.0,19.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,6.0,0.1333333333333333,24.0,0.0,0.0,0.0,22612.0,1.0,1.0,1.0,1,0.0
48.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,41.0,1.0,0.0,41.0,0.0,0.0,0.0,0.0,5.0,0.1458333333333333,26.0,0.0,0.0,0.0,13335.0,0.0,0.0,1.0,1,1.0
55.0,1.0,0.0,0.0,22.0,0.0,0.0,3.0,1.0,2.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,6.0,0.1272727272727272,29.0,0.0,0.0,0.0,209242.0,0.0,0.0,1.0,0,0.0
39.0,2.0,0.0,0.0,7.0,0.0,0.0,3.0,1.0,1.0,0.0,24.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0256410256410256,18.0,0.0,0.0,0.0,396982.0,1.0,1.0,1.0,1,0.0
70.0,1.0,0.0,0.0,42.0,0.0,0.0,3.0,1.0,2.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,6.0,0.0142857142857142,25.0,0.0,0.0,0.0,13335.0,1.0,0.0,1.0,1,0.0
22.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,0.0,0.0,0.0,132203.0,0.0,1.0,1.0,0,1.0
79.0,1.0,0.0,0.0,65.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.1139240506329113,30.0,0.0,0.0,0.0,40680.0,0.0,0.0,1.0,0,1.0
56.0,2.0,0.0,0.0,19.0,0.0,0.0,3.0,1.0,3.0,0.0,29.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,13335.0,0.0,0.0,1.0,1,0.0
76.0,3.0,1.0,0.0,44.0,0.0,0.0,2.0,1.0,7.0,0.0,24.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0526315789473684,32.0,0.0,0.0,0.0,680.0,1.0,0.0,1.0,0,0.0
36.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,25.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,13335.0,0.0,0.0,1.0,1,1.0
57.0,2.0,0.0,0.0,25.0,0.0,0.0,3.0,1.0,2.0,0.0,24.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,0.070175439,24.0,0.0,0.0,0.0,16509.0,1.0,0.0,1.0,0,0.0
64.0,2.0,0.0,0.0,40.0,0.0,0.0,2.0,1.0,3.0,0.0,16.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0625,27.0,0.0,0.0,0.0,15685.0,0.0,1.0,1.0,0,0.0
111.0,1.0,0.0,0.0,86.0,0.0,0.0,3.0,1.0,2.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,400754.0,1.0,1.0,1.0,1,0.0
90.0,1.0,0.0,0.0,70.0,0.0,0.0,2.0,1.0,3.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.3666666666666666,31.0,0.0,0.0,1.0,42240.0,0.0,0.0,1.0,0,0.0
84.0,1.0,0.0,0.0,62.0,0.0,0.0,3.0,1.0,3.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,13335.0,0.0,0.0,1.0,1,0.0
39.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,30.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
151.0,2.0,0.0,0.0,91.0,22.0,1.0,3.0,1.0,2.0,0.0,29.0,1.0,0.0,29.0,0.0,2.0,0.0,0.0,6.0,0.046357616,31.0,0.0,0.0,0.0,16509.0,1.0,0.0,1.0,0,0.0
37.0,3.0,1.0,0.0,12.0,0.0,0.0,3.0,1.0,1.0,0.0,17.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.027027027027027,20.0,0.0,4.0,0.0,16509.0,0.0,1.0,1.0,0,1.0
47.0,2.0,1.0,0.0,19.0,0.0,0.0,2.0,0.0,2.0,0.0,21.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,5.0,0.0851063829787234,24.0,0.0,0.0,0.0,54113.0,1.0,1.0,1.0,1,1.0
37.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,23.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,54113.0,1.0,1.0,1.0,1,1.0
76.0,2.0,0.0,0.0,51.0,0.0,0.0,3.0,1.0,2.0,0.0,17.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.2236842105263158,30.0,0.0,0.0,0.0,16509.0,1.0,0.0,1.0,1,1.0
84.0,3.0,0.0,0.0,9.0,40.0,1.0,3.0,1.0,1.0,0.0,26.0,1.0,0.0,26.0,0.0,2.0,0.0,0.0,6.0,0.0,24.0,0.0,3.0,2.0,16276.0,1.0,1.0,1.0,0,0.0
98.0,1.0,1.0,0.0,76.0,0.0,0.0,3.0,1.0,2.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,13335.0,0.0,0.0,1.0,1,0.0
99.0,1.0,0.0,0.0,77.0,0.0,0.0,3.0,1.0,3.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,6.0,0.0,24.0,0.0,0.0,0.0,141995.0,1.0,1.0,1.0,0,0.0
480.0,2.0,0.0,0.0,445.0,0.0,0.0,3.0,1.0,6.0,0.0,27.0,1.0,0.0,27.0,0.0,138.0,1.0,0.0,6.0,0.3083333333333333,34.0,1.0,0.0,0.0,9335.0,1.0,0.0,1.0,0,0.0
64.0,2.0,1.0,0.0,20.0,0.0,0.0,3.0,1.0,1.0,0.0,36.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,6.0,0.28125,28.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
42.0,2.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,1.0,0.0,19.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,0.0714285714285714,22.0,0.0,0.0,0.0,54113.0,1.0,1.0,1.0,1,1.0
34.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,26.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
38.0,1.0,0.0,0.0,19.0,0.0,0.0,3.0,1.0,3.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,63949.0,1.0,0.0,1.0,0,0.0
72.0,2.0,0.0,0.0,38.0,0.0,0.0,3.0,1.0,1.0,0.0,26.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,6.0,0.0138888888888888,25.0,0.0,0.0,0.0,396982.0,1.0,0.0,1.0,1,0.0
32.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,1.0,2.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,396982.0,1.0,1.0,1.0,1,1.0
42.0,1.0,0.0,0.0,22.0,0.0,0.0,2.0,1.0,3.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,197695.0,1.0,1.0,1.0,0,0.0
55.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,47.0,1.0,0.0,47.0,0.0,0.0,0.0,0.0,5.0,0.0,21.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
54.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,46.0,1.0,0.0,46.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
48.0,2.0,0.0,0.0,30.0,0.0,0.0,5.0,1.0,2.0,0.0,10.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,13335.0,1.0,1.0,1.0,1,0.0
74.0,3.0,0.0,0.0,45.0,0.0,0.0,2.0,1.0,3.0,0.0,21.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,6.0,0.1486486486486486,29.0,0.0,4.0,2.0,60068.0,1.0,0.0,1.0,0,0.0
27.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,18.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,0.0,0.0,0.0,27647.0,1.0,1.0,1.0,0,1.0
38.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,29.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,27647.0,1.0,1.0,1.0,0,1.0
60.0,4.0,1.0,0.0,30.0,0.0,0.0,2.0,1.0,1.0,0.0,22.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,6.0,0.0,26.0,0.0,4.0,0.0,48896.0,1.0,0.0,1.0,0,0.0
53.0,2.0,0.0,0.0,32.0,0.0,0.0,3.0,1.0,5.0,0.0,13.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,19994.0,0.0,1.0,1.0,0,0.0
25.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,132203.0,0.0,0.0,1.0,0,1.0
112.0,3.0,0.0,0.0,75.0,0.0,0.0,2.0,1.0,5.0,0.0,29.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,6.0,0.1964285714285714,30.0,0.0,4.0,3.0,42473.0,0.0,0.0,1.0,0,0.0
33.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,24.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
142.0,1.0,0.0,0.0,122.0,0.0,0.0,2.0,1.0,2.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0845070422535211,34.0,0.0,0.0,0.0,13335.0,1.0,0.0,1.0,1,0.0
40.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,33.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
64.0,2.0,0.0,0.0,31.0,0.0,0.0,3.0,1.0,2.0,0.0,25.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,6.0,0.015625,24.0,0.0,0.0,0.0,396982.0,1.0,0.0,1.0,1,0.0
32.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,1.0,0.0,19.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
38.0,2.0,0.0,0.0,13.0,0.0,0.0,3.0,1.0,1.0,0.0,17.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,1.0,16509.0,1.0,1.0,1.0,0,1.0
40.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,32.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,54113.0,0.0,1.0,1.0,1,1.0
56.0,3.0,1.0,0.0,25.0,0.0,0.0,2.0,1.0,3.0,0.0,23.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,680.0,1.0,0.0,1.0,0,0.0
47.0,1.0,1.0,0.0,20.0,0.0,0.0,3.0,1.0,2.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,0.0
70.0,2.0,0.0,0.0,49.0,0.0,0.0,3.0,1.0,4.0,0.0,13.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0571428571428571,27.0,0.0,0.0,0.0,20940.0,1.0,1.0,1.0,0,0.0
40.0,2.0,0.0,0.0,14.0,0.0,0.0,2.0,1.0,1.0,0.0,18.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,0.0,0.0,0.0,54113.0,1.0,1.0,1.0,1,1.0
47.0,1.0,0.0,0.0,23.0,0.0,0.0,3.0,1.0,3.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,396982.0,1.0,1.0,1.0,1,0.0
41.0,3.0,0.0,0.0,12.0,0.0,0.0,3.0,1.0,1.0,0.0,21.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,6.0,0.073170731707317,19.0,0.0,4.0,0.0,16509.0,0.0,1.0,1.0,0,1.0
38.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,30.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
35.0,3.0,1.0,0.0,10.0,0.0,0.0,2.0,1.0,1.0,0.0,17.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,6.0,0.057142857,21.0,0.0,3.0,0.0,34119.0,0.0,0.0,1.0,0,1.0
41.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,32.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
27.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,214943.0,1.0,0.0,1.0,0,1.0
77.0,2.0,0.0,0.0,56.0,0.0,0.0,2.0,1.0,2.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0649350649350649,26.0,0.0,4.0,0.0,29182.0,1.0,1.0,1.0,0,0.0
49.0,1.0,0.0,0.0,23.0,0.0,0.0,2.0,1.0,3.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0204081632653061,22.0,0.0,0.0,0.0,210403.0,0.0,0.0,1.0,0,0.0
60.0,2.0,1.0,0.0,30.0,0.0,0.0,3.0,1.0,1.0,0.0,22.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,6.0,0.1833333333333333,32.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
100.0,1.0,0.0,0.0,75.0,0.0,0.0,4.0,1.0,5.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.08,28.0,0.0,0.0,0.0,207143.0,1.0,1.0,1.0,0,0.0
52.0,1.0,0.0,0.0,20.0,0.0,0.0,3.0,1.0,3.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,132335.0,0.0,0.0,1.0,0,0.0
82.0,2.0,0.0,0.0,40.0,0.0,0.0,3.0,1.0,1.0,0.0,34.0,1.0,0.0,34.0,0.0,3.0,0.0,0.0,6.0,0.048780488,36.0,0.0,0.0,1.0,16509.0,0.0,1.0,1.0,0,1.0
92.0,2.0,0.0,0.0,69.0,0.0,0.0,2.0,1.0,3.0,0.0,15.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.1304347826086956,27.0,0.0,0.0,0.0,13335.0,0.0,0.0,1.0,1,0.0
75.0,3.0,0.0,0.0,38.0,0.0,0.0,6.0,1.0,2.0,0.0,29.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,6.0,0.0,26.0,0.0,0.0,0.0,140576.0,0.0,0.0,1.0,0,0.0
30.0,2.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,2.0,0.0,14.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,134548.0,0.0,1.0,1.0,0,1.0
37.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,29.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,27323.0,1.0,1.0,1.0,0,1.0
47.0,2.0,1.0,0.0,8.0,0.0,0.0,6.0,0.0,2.0,0.0,32.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,5.0,0.1063829787234042,23.0,0.0,0.0,0.0,199695.0,0.0,0.0,1.0,0,1.0
31.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,23.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,5.0,0.2258064516129032,20.0,0.0,0.0,0.0,16509.0,1.0,0.0,1.0,0,1.0
37.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,28.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
74.0,3.0,0.0,1.0,7.0,26.0,1.0,3.0,1.0,1.0,0.0,32.0,1.0,0.0,27.0,1.0,2.0,0.0,0.0,6.0,0.1621621621621621,33.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
24.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,15.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0,54113.0,0.0,1.0,1.0,1,1.0
36.0,3.0,0.0,0.0,11.0,0.0,0.0,3.0,1.0,1.0,0.0,17.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,4.0,0.0,27647.0,1.0,1.0,1.0,0,0.0
60.0,2.0,0.0,0.0,37.0,0.0,0.0,6.0,1.0,3.0,0.0,15.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,40092.0,1.0,0.0,1.0,0,0.0
64.0,1.0,0.0,0.0,49.0,0.0,0.0,2.0,1.0,3.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.34375,32.0,0.0,0.0,0.0,151847.0,1.0,0.0,1.0,0,1.0
